prefecture,initiatorType,URI,metricType,metricValue
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/0.2b834d15.css,redirectTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/0.2b834d15.css,domainLookupTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/0.2b834d15.css,connectingTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/0.2b834d15.css,responseTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/0.2b834d15.css,duration,1
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/4.3d2ec621.css,redirectTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/4.3d2ec621.css,domainLookupTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/4.3d2ec621.css,connectingTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/4.3d2ec621.css,responseTime,0
北海道,link,https://tourist-information.pages.dev/_app/immutable/assets/4.3d2ec621.css,duration,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/start.3122dfdf.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/start.3122dfdf.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/start.3122dfdf.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/start.3122dfdf.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/start.3122dfdf.js,duration,1
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/scheduler.63274e7e.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/scheduler.63274e7e.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/scheduler.63274e7e.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/scheduler.63274e7e.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/scheduler.63274e7e.js,duration,1
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/singletons.cdacef99.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/singletons.cdacef99.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/singletons.cdacef99.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/singletons.cdacef99.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/singletons.cdacef99.js,duration,2
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/control.f5b05b5f.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/control.f5b05b5f.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/control.f5b05b5f.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/control.f5b05b5f.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/control.f5b05b5f.js,duration,2
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/app.f9b298d7.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/app.f9b298d7.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/app.f9b298d7.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/app.f9b298d7.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/entry/app.f9b298d7.js,duration,1
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/preload-helper.a4192956.js,redirectTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/preload-helper.a4192956.js,domainLookupTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/preload-helper.a4192956.js,connectingTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/preload-helper.a4192956.js,responseTime,0
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/preload-helper.a4192956.js,duration,2
北海道,other,https://tourist-information.pages.dev/_app/immutable/chunks/index.94fa96c7.js,redirectTime,0
